node,label,description
https://data.cooperationdatabank.org/vocab/prop/descriptionIV,Description of the Independent Variables,"Coders were requested to provide a written description of the independent variables in the study. This was originally intended to be for other coders, but we have now decided to make this description public information in case it will be useful to users of the databank. "
https://data.cooperationdatabank.org/vocab/prop/discussion,Discussion,Whether communication was allowed between participants in the game.
https://data.cooperationdatabank.org/id/discussion/0,Absent,Communication was not allowed
https://data.cooperationdatabank.org/vocab/prop/maleProportion,Proportion of males,"Proportion of male participants in the sample of a study (after exclusion of participants, when that information was reported)."
https://data.cooperationdatabank.org/vocab/prop/meanAge,Mean age,"Participants' mean age in years (after exclusion of participants, when that information was reported)."
https://data.cooperationdatabank.org/vocab/prop/numberOfObservations,Number of observations,"Variable used as sample size to compute variance for meta-regressions predicting cooperation. It corresponds to the total sample size in a single study after exclusion of participants (N), but it uses the number of observations for studies that uses both individual and groups as unit of analysis (e.g., interindividual-intergroup discontinuity studies)."
https://data.cooperationdatabank.org/vocab/prop/otherVariables,Other variables measured,"Coders were requested to list other variables that were measured in the study. This was originally intended to be for other coders, but we have now decided to make this information public in case it will be useful to users of the databank. "
https://data.cooperationdatabank.org/vocab/prop/overallMeanContributions,Overall mean of contributions,"Cooperative behavior when the game (e.g., prisoner's dilemma and public goods dilemma) had a maximum number of choices greater than two. Higher numbers equate to higher cooperation. For resource dilemmas, it should be calculated as: upper choice range - overall M withdrawal + lower choice range."
https://data.cooperationdatabank.org/vocab/prop/overallN,Total N,Total sample size in a single study after exclusion of participants.
https://data.cooperationdatabank.org/vocab/prop/overallPercentageEndowmentContributed,Percentage of endowment contributed,"Percentage of endowment contributed, calculated as (M - Lower choice option) / (Upper choice option â Lower choice option)."
https://data.cooperationdatabank.org/vocab/prop/overallStandardDeviation,Overall standard deviation of contributions or withdrawals,"Standard deviation of contributions or withdrawals, only applicable when maximum number of choices is greater than two."
https://data.cooperationdatabank.org/vocab/prop/publicationStatus,Published,Whether a study was published or not.
https://data.cooperationdatabank.org/id/publicationstatus/1,Published Article,Study was reported in a published document
https://data.cooperationdatabank.org/vocab/prop/sanction,Sanction,"Whether a sanction (punishment or reward) mechanism was in place in the game. TRUE = sanction was present, FALSE = sanction was absent."
https://data.cooperationdatabank.org/vocab/prop/studyAcademicDiscipline,Academic discipline,Participant's field of study if the participant is a student.
https://data.cooperationdatabank.org/id/studyacademicdiscipline/2,Psychology,Psychology
https://data.cooperationdatabank.org/vocab/prop/studyAcquaintance,Acquaintance,"Whether participants were interacting (and were aware of it) with people that they are not acquainted with or with people that they knew outside of the laboratory (e.g., friends, relatives, parents, romantic partners)."
https://data.cooperationdatabank.org/id/studyacquaintance/0,Strangers,Their partner was a stranger
https://data.cooperationdatabank.org/vocab/prop/studyDilemmaType,Game type,Economic game that participants play during the experimental session.
https://data.cooperationdatabank.org/id/studydilemmatype/1,Prisoner's Dilemma Game,"In the standard prisoner's dilemma game, the relative value of the four outcomes reflects the following relationships: DC > CC > DD > CD"
https://data.cooperationdatabank.org/vocab/prop/studyExperimentalSetting,Experimental setting,The setting in which the experiment was conducted.
https://data.cooperationdatabank.org/id/studyexperimentalsetting/2,Lab,The experiment was conducted in a laboratory (Classrooms used as laboratory setting are considered as lab)
https://data.cooperationdatabank.org/vocab/prop/studyGameIncentive,Game incentive,Whether participantsâ decisions in the game determine their payoffs in different forms.
https://data.cooperationdatabank.org/id/studygameincentive/1,Monetary,"Decisions in the game resulted in monetary outcomes, often converted from game points"
https://data.cooperationdatabank.org/vocab/prop/studyGroupSize,Group size,Overall number of people affected by the choices in the game.
https://data.cooperationdatabank.org/vocab/prop/studyKnownEndgame,Known endgame,"Whether participants know the exact number of trials at the beginning of the experiment. Endgame is considered known also when participants played a one-shot game. TRUE = Known endgame, FALSE = Endgame not known."
https://data.cooperationdatabank.org/vocab/prop/studyMatchingProtocol,Matching,How participants are paired with others during interactions.
https://data.cooperationdatabank.org/id/studymatchingprotocol/1,Stranger,"Participants interact with one person for one trial (i.e., one-shot), or switch partners after each trial across many trials (i.e., one-shot repeated)"
https://data.cooperationdatabank.org/vocab/prop/studyNumberOfChoices,Number of choices,"The number of choice options players have when making the contribution. Is '2' when making a binary choice (such as cooperate vs. defect); (n+1) for continuous measure of cooperation; 3 for 3-choice Prisoner's Dilemma, etc."
https://data.cooperationdatabank.org/vocab/prop/studyOneShot,One-shot vs repeated,Whether participants played the game with the same person only once (this also applies if participants switch partners after each trial) versus played the game repeatedly with the same person.
https://data.cooperationdatabank.org/id/studyoneshot/1,One-shot,Participants played the game with the same person only once
https://data.cooperationdatabank.org/vocab/prop/studyOneShotRepeated,Repeated one-shot game,"Whether participants are paired with different partner(s) after each trial across many trials. TRUE = repeated one-shot, FALSE = one-shot."
https://data.cooperationdatabank.org/vocab/prop/studyRealPartner,Real partner,Whether participants interact with real or imagined participants in the game.
https://data.cooperationdatabank.org/id/studyrealpartner/2,Deception,"Participants believe that they are interacting with real participants, but experimenter strategy was used"
https://data.cooperationdatabank.org/vocab/prop/studySequentiality,Sequentiality,"Whether group members make their decisions simultaneously or sequentially, i.e., whether participants take decisions one after another while receiving some form of feedback about preceding decisions. "
